K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
20,10,3,0.5968688119630426,MASTER_00141,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources","Palladius, A.",1875,1870,Geography and Travel,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,4,0.5878307080724378,MASTER_00164,The Intercourse of China with Central and Western Asia in the Second Century B.C.,"Kingsmill, T. W.",1879,1870,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,5,0.580537637227164,MASTER_00339,Mongolia after the Genghizides and before the Manchus,"Parker, E. H.",1913,1910,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,6,0.5686021601607176,,,,1880,1880,Unknown,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,7,0.5679739400512304,MASTER_00276,Inscriptions de l'Orkho,"Parker, E. H.",1896,1890,Anthropology and Social Customs,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,8,0.5312494048096417,MASTER_00239,"Changchow, the capital of Funkien in Mongol times","Phillips, G.",1888,1880,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,9,0.5167352820388288,MASTER_00179,What did the ancient Chinese know of the Greeks and Romans,"Edkins, J.",1883,1880,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,10,0.5009444698365625,MASTER_00179,What did the ancient Chinese know of the Greeks and Romans,"Edkins, J.",1883,1880,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,11,0.472317551612992,MASTER_00300,"Kwo Tsi, an eminent military commander of the Tang Dynasty","Edkins, J.",1903,1900,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,10,12,0.4496300382962342,MASTER_00509,"Siege of Saianfu and the murder of Achmach Bailo, The","Moule, A. C.",1927,1920,Geography and Travel,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C."
20,11,1,0.9740334768059966,INDEX_00284,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NATALIS RONDOT,1898,1890,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,2,0.9611841035161592,INDEX_00284,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NATALIS RONDOT,1898,1890,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,3,0.9012233075562304,MASTER_00201,The Mystery of Ta - ts ' in,"Playfair, G. M. H.",1885,1880,Geography and Travel,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,4,0.8149500463429061,MASTER_00154,On the Stone figures at Chinese tombs and the offering of living sacrifices,"Mayers, W. F.",1877,1870,Anthropology and Social Customs,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,5,0.8139846827730987,MASTER_00154,On the Stone figures at Chinese tombs and the offering of living sacrifices,"Mayers, W. F.",1877,1870,Anthropology and Social Customs,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,6,0.7627253499322882,MASTER_00133,"Stone drums of the Chou Dynasty, The *","Bushell, S. W.",1873,1870,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,7,0.7598888149522632,MASTER_00385,Recent discoveries in ancient Chinese sculpture *,"Segalen, V.",1917,1910,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,8,0.6555473752339883,MASTER_00520,Shapes of porcelain vessels,"Ferguson, J. C.",1928,1920,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,9,0.6487070854413597,MASTER_00377,Four examples of Chinese bronze statuary *,"Ferguson, J. C.",1917,1910,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,10,0.6350850187762036,MASTER_00346,""" Ink Remains "", by An I - chou","Ferguson, J. C.",1914,1910,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,11,0.6226027240612998,MASTER_00363,The Wu Pan tablet,"Warren, G. G.",1915,1910,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,11,12,0.5821057006897798,MASTER_00250,Chinese architecture,"Edkins, J.",1889,1880,Arts and Archaeology,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *"
20,12,1,0.99889164753138,MASTER_00297,"Chinese sophists, The","Forke, A.",1901,1900,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,2,0.9982671895483108,MASTER_00246,Chinese chess *,"Volpicelli, Z. H.",1888,1880,Anthropology and Social Customs,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,3,0.9982445450584924,MASTER_00259,Wei - ch ' i *,"Volpicelli, Z. H.",1891,1890,Anthropology and Social Customs,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,4,0.9982077657813764,MASTER_00259,Wei - ch ' i *,"Volpicelli, Z. H.",1891,1890,Anthropology and Social Customs,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,5,0.9980584799171353,MASTER_00417,"Destiny, fate","Morgan, E.",1920,1920,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,6,0.9979667386832528,MASTER_00417,"Destiny, fate","Morgan, E.",1920,1920,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,7,0.9885578196030392,MASTER_00424,"Operations and manifestations of the Tao exemplified in history, The","Morgan, E.",1921,1920,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,8,0.9853208062475608,MASTER_00424,"Operations and manifestations of the Tao exemplified in history, The","Morgan, E.",1921,1920,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,9,0.9793434661266324,MASTER_00399,"Theistic import of the Sung philosophy, The","Bruce, J. P.",1918,1910,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,10,0.9742256922294316,MASTER_00278,Wang - chung and Plato on death and immortality,"Forke, A.",1896,1890,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,11,0.9359440649587606,MASTER_00010,Notices of the character and writings of Meh tsi,"Edkins, J.",1859,1850,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,12,12,0.9356915651342772,MASTER_00568,"Cosmic spirit, The","Morgan, E.",1931,1930,Religion and Philosophy,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate"
20,13,1,0.9028532036031564,MASTER_00421,Chinese poetry and its connotations *,"Ayscough, F. W.",1920,1920,Literature and Language,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,2,0.900930329260218,MASTER_00265,"Family law of the Chinese, The","Mollendorf, P. G. von",1892,1890,"Politics, Government, and Law","FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,3,0.8986556489413206,,,,1885,1880,Unknown,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,4,0.887871145962062,MASTER_00340,"State religion of china during the Manchu Dynasty, The *","Williams, E. T.",1913,1910,Religion and Philosophy,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,5,0.8868271020467371,MASTER_00421,Chinese poetry and its connotations *,"Ayscough, F. W.",1920,1920,Literature and Language,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,6,0.8295323368931666,MASTER_00430,"Marriage maker, The","Kliene, C.",1921,1920,Literature and Language,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,7,0.8207118585457618,MASTER_00441,Lan - tsih *,"Hudson, E.",1922,1920,Literature and Language,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,8,0.8189897602394963,MASTER_00430,"Marriage maker, The","Kliene, C.",1921,1920,Literature and Language,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,9,0.8187232034444374,MASTER_00481,Cult of the Ch'eng Huang Lao Yeh,"Ayscough, F. W.",1924,1920,Religion and Philosophy,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,10,0.8160055277738085,MASTER_00457,The Shuh country,Hutson J.,1923,1920,Arts and Archaeology,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,11,0.7874182261161582,MASTER_00554,"Symbolism of the Forbidden City, Peking, The *","Ayscough, F. W.",1930,1930,Geography and Travel,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,13,12,0.7647836284851863,MASTER_00397,"Domestic altar, The",Hutson J.,1918,1910,Religion and Philosophy,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The"
20,14,1,0.9984437630900644,MASTER_00162,The Family law of the Chinese and its comparative relations with that of other nations,"Mollendorf, P. G. von",1878,1870,"Politics, Government, and Law","FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,2,0.9298370038991278,MASTER_00257,The Fish - skin Tartars,"Fraser, E. H.",1891,1890,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,3,0.9218038939092688,MASTER_00257,The Fish - skin Tartars,"Fraser, E. H.",1891,1890,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,4,0.9129656537638368,MASTER_00265,"Family law of the Chinese, The","Mollendorf, P. G. von",1892,1890,"Politics, Government, and Law","FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,5,0.7508245123501454,MASTER_00024,Sketches of the Miau - tsze,"Bridgman, E. C.",1859,1850,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,6,0.6334700520699538,MASTER_00298,Shanghai folk - lore,"Box, E.",1901,1900,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,7,0.619310412647705,MASTER_00195,Chinese partnerships ; liability of the individual members,,1887,1880,"Politics, Government, and Law","FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,8,0.6055496429349647,MASTER_00206,The Prevalence of infanticide in China,,1885,1880,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,9,0.5571376578535269,MASTER_00425,"Hainanese Miao, The *","Moninger, M. M.",1921,1920,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,10,0.5560993403368888,MASTER_00425,"Hainanese Miao, The *","Moninger, M. M.",1921,1920,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,11,0.5447101912073717,MASTER_00302,Some Chinese funeral customs,"Walshe, W. G.",1903,1900,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,14,12,0.5431978180117071,MASTER_00207,What is filial piety ?,,1885,1880,Anthropology and Social Customs,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze"
20,15,1,0.9998866594132844,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,2,0.9987154039337458,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,3,0.7429567520447147,MASTER_00447,Plants from Peitaiho,"Cowdry, N. H.",1922,1920,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,4,0.6697462489672144,MASTER_00309,Java,"Mencarini, J.",1905,1900,Geography and Travel,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,5,0.5503857088402849,,,,1920,1920,Unknown,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,6,0.5277273597671239,,,,1920,1920,Unknown,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,7,0.2832955825581911,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
